File,First Commit Message,First Commit Date,Last Commit Message,Last Commit Date,Number,Title,Author,Status
eip-1965.md,EIP-1965 Method to check if a chainID is valid at a specific block Number (#1965),2019-05-19 06:51:33+00:00,"(bot 1272989785) moving EIPS/eip-1965.md to stagnant (#3918)

PR 3918 with changes to EIPS/eip-1965.md was created on 
	(2021-Sep-11th@20.12.59)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:27:30+00:00,1965,Method to check if a chainID is valid at a specific block Number,Ronan Sandford,Stagnant
eip-1967.md,"EIP-1967: Standard Proxy Storage Slots (#1967)

* Proxy storage slots EIP

* Apply suggestions from code review

Co-Authored-By: spalladino <spalladino@gmail.com>

* Add reference to vyper storage slots

* Fix links to EIPs

Co-Authored-By: spalladino <spalladino@gmail.com>

* Apply suggestions from code review

Co-Authored-By: spalladino <spalladino@gmail.com>

* Applied suggestions by elopio and nventuro

* Add discussions-to

* Add EIP number

* Rename eip file

* Fix type attribute

* Use zOS independent hash preimage

* Implement suggestion by axic",2019-06-27 23:52:17+00:00,"Update EIP-1967: Add @Amxx to author list (#5621)

* Update EIP-1967: Add @Amxx to author list

* Fix eipw issues",2022-09-08 14:13:59+00:00,1967,Proxy Storage Slots,"Santiago Palladino, Francisco Giordano, Hadrien Croubois",Final
eip-197.md,Fix EIP numbers,2017-12-01 21:15:51+00:00,"Switch validator to eipv (#2860)

* switch to eipv

* fix

* fix

* 1153 remove trailing whitespace

* remove file name checks

* 615 remo whitespace before comma

* 884 remove extra single-quotes

* 1337 remove whitespace before comma

* 1057 remove extra spaces after comma

* 2470 update created date to Y/M/D format

* 1078 update required eips to be in ascending order

* 2477 update required eips to be in ascending order

* 1271 remove extra whitespace

* 2767 required eipupdated to be in ascending order

* 2525 update created date to Y/M/D format

* 2458 remove trailing whitespace

* 1884 remove trailing whitespace

* 712 authors should be on a single line

* 601 remove extra whitespace

* 1485 remove unneeded parentheses

* 634 remove trailing whitespace

* 2657 update discussions-to to correct spelling

* 2009 remove trailing whitespace

* 998 required eips updated to be in ascending order

* 1186 remove trailing whitespace

* 1470 remove extra whitespace

* 1895 update created date to Y/M/D format

* 2747 remove extra whitespace

* 1613 remove leading whitespace

* 1571 can'have both handle and email in author field

* 1191 remove trailing whitespace

* 1973 remove trailing whitespace

* 196 don't wrap title field

* 1679 required eips must be in ascending order

* 1620 author can't have both handle and email

* 197 don't line wrap title field

* 2378 remove extra newline

* 1355 author can't have both handle and email

* 698 update created date to Y/M/D format

* 2193 required eips must be in ascending order

* 214 remove extra info after author email

* use v0.0.3 of eipv

* 1 remove malformed field

* bump eipv to v0.0.4

* cache eipv build

* 1485 remove extra author info

* 2771 removing extra whitespaces",2020-08-10 16:18:25+00:00,197,Precompiled contracts for optimal ate pairing check on the elliptic curve alt_bn128,"Vitalik Buterin, Christian Reitwiessner",Final
eip-1973.md,"Scalable Rewards  (#1973)

* added EIP

* spacing

* reorder

* reorder

* formats

* <> brackets

* edit

* eip number

* renaminng",2019-04-27 06:12:12+00:00,"(bot 1272989785) moving EIPS/eip-1973.md to stagnant (#3919)

PR 3919 with changes to EIPS/eip-1973.md was created on 
	(2021-Sep-11th@20.13.9)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:27:24+00:00,1973,Scalable Rewards,"Lee Raj, Qin Jian",Stagnant
eip-198.md,"Create bigint_modexp.md (#198)

* Create bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Update bigint_modexp.md

* Fixing an example after the specification change

https://github.com/ethereum/EIPs/pull/198/files#r106236783

* Fix one example after a format change

https://github.com/ethereum/EIPs/pull/198/files#r109660742

* Rename bigint_modexp.md to eip-198.md, add new prologue and copyright notice.",2018-03-27 14:33:40+00:00,"Update author format to preferred name + GitHub username format, Vitalik (#4559)",2021-12-19 01:32:27+00:00,198,Big integer modular exponentiation,Vitalik Buterin,Final
eip-1985.md,"Sane limits for certain EVM parameters (#1985)

* sane

* some clarifications

* remove cruft

* some clarifications

* propose spec changes

* limit the scope to EVM only

* more rationale

* group affected opcodes by ranges

* Rename to EIP-1985

* Add discussion URL to EIP-1985

* Include a reference to EIP106

* Add more rationale

* fix typo

* Remove unfounded worry

* mention timestamp being 64-bit value in Aleth

* resolved an TODO item as Rationale entry",2019-05-23 21:09:45+00:00,"(bot 1272989785) moving EIPS/eip-1985.md to stagnant (#3920)

PR 3920 with changes to EIPS/eip-1985.md was created on 
	(2021-Sep-11th@20.13.18)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:27:18+00:00,1985,Sane limits for certain EVM parameters,"Alex Beregszaszi, Paweł Bylica",Stagnant
eip-1996.md,EIP-1996: Holdable token (#1996),2019-11-22 22:42:04+00:00,"(bot 1272989785) moving EIPS/eip-1996.md to stagnant (#3921)

PR 3921 with changes to EIPS/eip-1996.md was created on 
	(2021-Sep-11th@20.13.27)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:27:11+00:00,1996,Holdable Token,"Julio Faura, Fernando Paris, Daniel Lehrner",Stagnant
eip-2.md,rename eip-2.mediawiki to eip-2.md,2017-06-23 11:16:55+00:00,"Update author format to preferred name + GitHub username format, Vitalik (#4559)",2021-12-19 01:32:27+00:00,2,Homestead Hard-fork Changes,Vitalik Buterin,Final
eip-20.md,"Move eip-20-token-standard.md to eip-20.md

To prevent dangling links, I left a notice in eip-20-token-standard.md",2018-01-25 13:23:26+00:00,remove ERC prefix from title (#3718),2021-08-15 11:14:36+00:00,20,Token Standard,"Fabian Vogelsteller, Vitalik Buterin",Final
eip-2003.md,EIP-2003 - EVMC modules for implementations of precompiled contracts (#2003),2019-06-06 21:58:49+00:00,"(bot 1272989785) moving EIPS/eip-2003.md to stagnant (#3922)

PR 3922 with changes to EIPS/eip-2003.md was created on 
	(2021-Sep-11th@20.13.36)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:27:05+00:00,2003,EVMC modules for implementations of precompiled contracts,"Paweł Bylica, Alex Beregszaszi",Stagnant
eip-2009.md,EIP-2009: Compliance Service (#2009),2019-11-23 00:15:28+00:00,"(bot 1272989785) moving EIPS/eip-2009.md to stagnant (#3923)

PR 3923 with changes to EIPS/eip-2009.md was created on 
	(2021-Sep-11th@20.13.45)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:58+00:00,2009,Compliance Service,Daniel Lehrner,Stagnant
eip-2014.md,"Add draft for ESO (extended state oracle) (#2014)

* Add draft for ESO (extended state oracle)

* Add mention of revert to ESO

* Add EIP-2014 number and rename file

* Add reference to EIP-1959 and EIP-1965

* Add discussions-to URL",2019-05-23 21:15:26+00:00,"(bot 1272989785) moving EIPS/eip-2014.md to stagnant (#3924)

PR 3924 with changes to EIPS/eip-2014.md was created on 
	(2021-Sep-11th@20.13.54)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:52+00:00,2014,Extended State Oracle,Alex Beregszaszi,Stagnant
eip-2015.md,"EIP-2015: Wallet Update Chain Method (#2015)

* Create eip-2015.md

* Include JSON RPC method in title

* add requires 155

* update nativeCurrency field for wallet_updateChain

* EIP-2015 format review changes

* Update EIP-2015 discussions-to link",2019-05-14 18:02:05+00:00,"Update EIP-2015: Move to Review (#6458)

* Update EIP-3085: Add myself as an author and move back to Review

* Actually update to review

* Completely rewrite EIP-2015 from the ground up

* Fix invalid dependency

* EIP->ERC

* More ERCification

* ERC -> EIP

* Apply suggestions from code review

---------

Co-authored-by: Sam Wilson <57262657+SamWilsn@users.noreply.github.com>",2023-05-15 21:32:59+00:00,2015,Wallet Update Ethereum Chain RPC Method (`wallet_updateEthereumChain`),"Pedro Gomes, Erik Marks",Stagnant
eip-2018.md,EIP-2018: Clearable Token (#2018),2019-11-22 22:52:36+00:00,"(bot 1272989785) moving EIPS/eip-2018.md to stagnant (#3926)

PR 3926 with changes to EIPS/eip-2018.md was created on 
	(2021-Sep-11th@20.14.13)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:39+00:00,2018,Clearable Token,"Julio Faura, Fernando Paris, Daniel Lehrner",Stagnant
eip-2019.md,EIP-2019: Fundable Token (#2019),2019-11-23 00:03:28+00:00,"(bot 1272989785) moving EIPS/eip-2019.md to stagnant (#3927)

PR 3927 with changes to EIPS/eip-2019.md was created on 
	(2021-Sep-11th@20.14.22)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:33+00:00,2019,Fundable Token,"Fernando Paris, Julio Faura, Daniel Lehrner",Stagnant
eip-2020.md,EIP-2020: E-Money Standard Token (#2020),2019-12-02 09:57:35+00:00,"(bot 1272989785) moving EIPS/eip-2020.md to stagnant (#3928)

PR 3928 with changes to EIPS/eip-2020.md was created on 
	(2021-Sep-11th@20.14.31)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:27+00:00,2020,E-Money Standard Token,"Julio Faura, Fernando Paris, Daniel Lehrner",Stagnant
eip-2021.md,EIP-2021: Payoutable Token (#2021),2019-11-23 00:28:38+00:00,"(bot 1272989785) moving EIPS/eip-2021.md to stagnant (#3929)

PR 3929 with changes to EIPS/eip-2021.md was created on 
	(2021-Sep-11th@20.14.40)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:20+00:00,2021,Payoutable Token,"Fernando Paris, Julio Faura, Daniel Lehrner",Stagnant
eip-2025.md,Funding ETH1.X through a Developer Block Reward for 18 Months (#2025),2019-06-25 08:20:09+00:00,Change Status to Withdrawn (#2545),2020-11-06 07:54:00+00:00,2025,Block Rewards Proposal for funding Eth1.x,James Hancock,Withdrawn
eip-2026.md,State Rent change H placeholder EIP - fixed rent prepayment for all accounts (#2026),2019-05-23 10:06:53+00:00,"(bot 1272989785) moving EIPS/eip-2026.md to stagnant (#3930)

PR 3930 with changes to EIPS/eip-2026.md was created on 
	(2021-Sep-11th@20.14.49)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:14+00:00,2026,State Rent H - Fixed Prepayment for accounts,Alexey Akhunov,Stagnant
eip-2027.md,"State Rent change C draft EIP - Net contract storage size accounting (#2027)

* State Rent change C draft EIP

* Update eip-draft_StateRentCnetContractSizes.md

* Update eip-draft_StateRentCnetContractSizes.md

* Rename eip-draft_StateRentCnetContractSizes.md to eip-2027.md

* Update eip-2027.md

* Update eip-2027.md

* Update eip-2027.md

* Quote ""block C"" properly

* Update eip-2027.md",2019-05-24 10:08:48+00:00,"(bot 1272989785) moving EIPS/eip-2027.md to stagnant (#3931)

PR 3931 with changes to EIPS/eip-2027.md was created on 
	(2021-Sep-11th@20.14.58)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:07+00:00,2027,State Rent C - Net contract size accounting,Alexey Akhunov,Stagnant
eip-2028.md,"Calldata gas cost reduction (#2028)

* Calldata gas cost reduction

Added a draft of EIP to reduce the gas cost of Calldata

* changed name to 2028

* Added EIP-2028 to meta eip-1679

* Added discussion url

* edited 'motivation' & 'specification'

Edited motivation to increase readability.
Edited specification to clarify terms.",2019-05-18 00:26:00+00:00,Upgrade to https (#2626),2020-05-06 08:29:50+00:00,2028,Transaction data gas cost reduction,"Alexey Akhunov, Eli Ben Sasson, Tom Brand, Louis Guthmann, Avihu Levy",Final
eip-2029.md,"State Rent Change A EIP placeholder - State counters contract (#2029)

* Create eip-StateRentACountersContract.md

* Update eip-StateRentACountersContract.md

* Rename eip-StateRentACountersContract.md to eip-2029.md

* Update eip-2029.md

* Update eip-2029.md

* Fix typos

* Make EIP-2014 into a proper link",2019-05-23 22:16:58+00:00,"(bot 1272989785) moving EIPS/eip-2029.md to stagnant (#3932)

PR 3932 with changes to EIPS/eip-2029.md was created on 
	(2021-Sep-11th@20.15.7)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:26:01+00:00,2029,State Rent A - State counters contract,Alexey Akhunov,Stagnant
eip-2031.md,"State Rent change B placeholder EIP - net transaction counter (#2031)

* Create eip-draft_StateRentBNetTransactionCounter.md

* Update and rename eip-draft_StateRentBNetTransactionCounter.md to eip-2031.md

* Update eip-2031.md

* Update eip-2031.md

* Update eip-2031.md

* Fix some typos

* Use canonical link to EIP-2029

* Update eip-2031.md

* Update eip-2031.md",2019-05-24 10:12:59+00:00,"(bot 1272989785) moving EIPS/eip-2031.md to stagnant (#3933)

PR 3933 with changes to EIPS/eip-2031.md was created on 
	(2021-Sep-11th@20.15.16)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:25:54+00:00,2031,State Rent B - Net transaction counter,Alexey Akhunov,Stagnant
eip-2035.md,"Stateless Clients: Repricing SLOAD and SSTORE to pay for block proofs (#2035)

* Create eip-draft_StatelessClientGasRepricing.md

* Update and rename eip-draft_StatelessClientGasRepricing.md to eip-2035.md

* Update eip-2035.md

* Update eip-2035.md

* Update eip-2035.md

* Update eip-2035.md

* Update eip-2035.md

* Update eip-2035.md

* Fix typos

* Use canonical links to other EIPs

* Update eip-2035.md

* Fix link to EIP-2028",2019-05-24 10:15:52+00:00,"(bot 1272989785) moving EIPS/eip-2035.md to stagnant (#3934)

PR 3934 with changes to EIPS/eip-2035.md was created on 
	(2021-Sep-11th@20.15.25)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:25:47+00:00,2035,Stateless Clients - Repricing SLOAD and SSTORE to pay for block proofs,Alexey Akhunov,Stagnant
eip-2045.md,"add EIP for particle gas costs (#2045)

* add EIP for fractional gas costs

* use EIP number 2045, add references, discussion-to

* add EIP-2045 to Istanbul

* Formatting

* Add ewasm to rationale

* Clarify cost reduction examples

* Clarify the increase of particles

* link to eip-2035, edit for clarity

* add reference to eip-2035

* add axic as author

* rename title to ""particle gas costs"", edit ewasm section

* fix header",2019-05-30 17:24:17+00:00,"(bot 1272989785) moving EIPS/eip-2045.md to stagnant (#3935)

PR 3935 with changes to EIPS/eip-2045.md was created on 
	(2021-Sep-11th@20.15.34)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:25:41+00:00,2045,Particle gas costs for EVM opcodes,"Casey Detrio, Alex Beregszaszi",Stagnant
eip-2046.md,"Reduced gas cost for static calls made to precompiles (#2046)

* Reduced gas cost for static calls made to precompiles

* Rename to EIP-2046

* Add discussion URL

* Add 2046 to Istanbul

* Fix header",2019-05-23 21:13:26+00:00,"(bot 1272989785) moving EIPS/eip-2046.md to stagnant (#3936)

PR 3936 with changes to EIPS/eip-2046.md was created on 
	(2021-Sep-11th@20.15.43)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:25:34+00:00,2046,Reduced gas cost for static calls made to precompiles,Alex Beregszaszi,Stagnant
eip-205.md,"Rename ENS ABI to eip-205 (#1406)

* Draft EIP for ENS support for contract ABIs

* Fix signature for resolver function

* Rename abi to ABI to avoid name clashes

* Update and rename eip-ens-abi-lookup.md to eip-634.md

* Update eip-634.md

* Update eip-634.md

* Update and rename eip-634.md to eip-205.md

* Delete eip-634.md",2018-09-13 08:41:11+00:00,"(bot 1272989785) moving EIPS/eip-205.md to stagnant (#3937)

PR 3937 with changes to EIPS/eip-205.md was created on 
	(2021-Sep-11th@20.15.53)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:25:28+00:00,205,ENS support for contract ABIs,Nick Johnson,Stagnant
eip-2069.md,EIP-2069: Add YAML ABI draft (#2069),2019-09-18 15:38:10+00:00,"(bot 1272989785) moving EIPS/eip-2069.md to stagnant (#3938)

PR 3938 with changes to EIPS/eip-2069.md was created on 
	(2021-Sep-11th@20.16.2)
which is before the cutoff date of 
	(2021-Sep-12th@00.22.51)
i.e. 2 weeks ago",2021-09-26 05:25:22+00:00,2069,Recommendation for using YAML ABI in ERCs/EIPs,Alex Beregszaszi,Stagnant
